iteration,critic_loss,actor_loss,q_value,q1_value,q2_value
4077,0.059799645096063614,8.843912124633789,-9.450559616088867,-9.450559616088867,-9.457569122314453
4327,0.21232359111309052,8.570290565490723,-9.726521492004395,-9.726521492004395,-9.733230590820312
4577,0.25110721588134766,8.943384170532227,-9.726367950439453,-9.726367950439453,-9.715742111206055
4827,2.5706849098205566,9.268545150756836,-9.778115272521973,-9.778115272521973,-9.785045623779297
5077,1.623558759689331,9.198122024536133,-9.4923095703125,-9.4923095703125,-9.489771842956543
5327,0.9584259986877441,8.911092758178711,-9.897796630859375,-9.897796630859375,-9.886846542358398
5577,2.2588980197906494,10.195820808410645,-9.822840690612793,-9.822840690612793,-9.780305862426758
5827,1.6430389881134033,9.904792785644531,-9.957693099975586,-9.957693099975586,-9.956901550292969
6077,1.0623899698257446,10.038908958435059,-10.810022354125977,-10.810022354125977,-10.819021224975586
6327,0.15162590146064758,10.520150184631348,-10.663475036621094,-10.663475036621094,-10.631026268005371
6577,0.16726692020893097,10.925775527954102,-11.954977035522461,-11.954977035522461,-11.958245277404785
6827,0.15566545724868774,11.232076644897461,-11.763113021850586,-11.763113021850586,-11.758695602416992
7077,0.22498910129070282,11.438201904296875,-12.756131172180176,-12.756131172180176,-12.732378959655762
7327,7.386765003204346,11.439062118530273,-13.083677291870117,-13.083677291870117,-13.03557014465332
7577,12.254047393798828,12.04340934753418,-13.675865173339844,-13.675865173339844,-13.688297271728516
7827,0.27052292227745056,12.02199935913086,-13.309165000915527,-13.309165000915527,-13.308097839355469
8077,0.3128490746021271,12.227636337280273,-14.174549102783203,-14.174549102783203,-14.225543022155762
8327,0.15946412086486816,12.183501243591309,-13.714411735534668,-13.714411735534668,-13.684578895568848
8577,8.306221008300781,12.946748733520508,-14.566102981567383,-14.566102981567383,-14.628321647644043
8827,1.8395099639892578,12.327285766601562,-14.408863067626953,-14.408863067626953,-14.427433013916016
9077,0.24652861058712006,13.443593978881836,-14.997432708740234,-14.997432708740234,-15.008238792419434
9327,0.7401520013809204,13.669427871704102,-15.810042381286621,-15.810042381286621,-15.768036842346191
9577,13.484285354614258,13.646350860595703,-15.668392181396484,-15.668392181396484,-15.658802032470703
9827,0.28231024742126465,13.764159202575684,-14.956352233886719,-14.956352233886719,-14.974010467529297
10077,13.455530166625977,14.531487464904785,-14.826805114746094,-14.826805114746094,-14.852653503417969
10327,0.5735251903533936,14.570555686950684,-16.573801040649414,-16.573801040649414,-16.554847717285156
10577,0.39990782737731934,16.762924194335938,-16.856239318847656,-16.856239318847656,-16.847620010375977
10827,0.30855879187583923,14.475550651550293,-15.489044189453125,-15.489044189453125,-15.540746688842773
11077,15.775492668151855,15.852412223815918,-17.179168701171875,-17.179168701171875,-17.16140365600586
11327,11.283369064331055,16.047916412353516,-17.307798385620117,-17.307798385620117,-17.3553466796875
11577,1.0007177591323853,16.676790237426758,-17.141620635986328,-17.141620635986328,-17.14299201965332
11827,0.9207359552383423,15.019013404846191,-17.575098037719727,-17.575098037719727,-17.521486282348633
12077,0.7087889909744263,16.228612899780273,-16.442676544189453,-16.442676544189453,-16.35287857055664
12327,10.296010971069336,16.200759887695312,-17.137948989868164,-17.137948989868164,-17.105010986328125
12577,23.579360961914062,16.54268455505371,-18.902240753173828,-18.902240753173828,-18.861984252929688
12827,0.848520815372467,17.157901763916016,-20.057758331298828,-20.057758331298828,-20.05922508239746
13077,1.004358172416687,18.594684600830078,-18.41478729248047,-18.41478729248047,-18.39259910583496
13327,25.847686767578125,18.271833419799805,-20.174108505249023,-20.174108505249023,-20.077316284179688
13577,0.7888200283050537,18.043901443481445,-16.261306762695312,-16.261306762695312,-16.165390014648438
13827,12.049234390258789,17.094253540039062,-19.956586837768555,-19.956586837768555,-20.00042724609375
14077,20.79576301574707,17.742938995361328,-19.230066299438477,-19.230066299438477,-19.286693572998047
14327,1.1847155094146729,17.219444274902344,-21.761241912841797,-21.761241912841797,-21.731163024902344
14378,0.582499086856842,17.701644897460938,-19.64757537841797,-19.64757537841797,-19.587230682373047
14628,29.444866180419922,17.864574432373047,-19.93305206298828,-19.93305206298828,-19.97734832763672
14668,1.2789976596832275,18.87584114074707,-21.39043426513672,-21.39043426513672,-21.314538955688477
14918,1.1997523307800293,17.353897094726562,-19.77069664001465,-19.77069664001465,-19.80328369140625
15168,5.9535932540893555,19.07046890258789,-21.597797393798828,-21.597797393798828,-21.57843017578125
15418,1.0360416173934937,16.632631301879883,-18.7535457611084,-18.7535457611084,-18.70984649658203
15668,64.67955780029297,18.183311462402344,-20.33066749572754,-20.33066749572754,-20.284313201904297
15918,1.1118290424346924,18.40491485595703,-20.23778533935547,-20.23778533935547,-20.237037658691406
16168,32.02613067626953,18.72421646118164,-21.487850189208984,-21.487850189208984,-21.477277755737305
16418,16.82766342163086,17.849273681640625,-20.469757080078125,-20.469757080078125,-20.559446334838867
16668,1.8840065002441406,17.27878761291504,-19.715656280517578,-19.715656280517578,-19.8243408203125
16918,1.5763881206512451,16.2711181640625,-18.25641632080078,-18.25641632080078,-18.32332992553711
17168,49.37870788574219,15.995265007019043,-18.273221969604492,-18.273221969604492,-18.27041244506836
17198,1.4064207077026367,17.919403076171875,-20.00992774963379,-20.00992774963379,-20.09318733215332
17448,1.9275789260864258,17.26430892944336,-19.622711181640625,-19.622711181640625,-19.56298828125
17698,0.6660556793212891,19.08498764038086,-21.34955406188965,-21.34955406188965,-21.328737258911133
17948,0.839285135269165,17.818830490112305,-19.686586380004883,-19.686586380004883,-19.797473907470703
18198,11.891618728637695,18.777015686035156,-20.606624603271484,-20.606624603271484,-20.669408798217773
18448,1.60753333568573,18.341154098510742,-20.683338165283203,-20.683338165283203,-20.600543975830078
18698,11.378514289855957,17.644086837768555,-19.606586456298828,-19.606586456298828,-19.662155151367188
18733,1.2018897533416748,17.248504638671875,-21.561004638671875,-21.561004638671875,-21.43875503540039
18983,0.9039773941040039,18.96321678161621,-19.6028995513916,-19.6028995513916,-19.57602310180664
19233,16.086605072021484,19.23033905029297,-20.58420181274414,-20.58420181274414,-20.527280807495117
19321,0.7471617460250854,18.058658599853516,-20.90473175048828,-20.90473175048828,-20.9133243560791
19571,1.1854281425476074,17.43722915649414,-20.938039779663086,-20.938039779663086,-20.963165283203125
19821,35.820411682128906,19.923852920532227,-22.84366226196289,-22.84366226196289,-22.893760681152344
20071,1.3323779106140137,18.544330596923828,-21.930660247802734,-21.930660247802734,-21.970355987548828
20321,1.155958890914917,18.123355865478516,-22.459705352783203,-22.459705352783203,-22.446670532226562
20571,0.8064579963684082,19.482879638671875,-18.914289474487305,-18.914289474487305,-18.889495849609375
20821,1.130483865737915,20.4615478515625,-19.54932403564453,-19.54932403564453,-19.45766258239746
21071,0.8574707508087158,19.399887084960938,-21.067970275878906,-21.067970275878906,-20.822917938232422
21321,14.378118515014648,20.003767013549805,-19.19472885131836,-19.19472885131836,-19.199974060058594
21571,0.8445005416870117,19.12736701965332,-20.939411163330078,-20.939411163330078,-20.760318756103516
21821,1.3497273921966553,19.376049041748047,-21.343673706054688,-21.343673706054688,-21.310983657836914
21851,1.0494234561920166,18.814006805419922,-21.51618003845215,-21.51618003845215,-21.605018615722656
22101,1.4945337772369385,21.172849655151367,-22.392372131347656,-22.392372131347656,-22.521114349365234
22351,40.81047058105469,20.857219696044922,-21.757503509521484,-21.757503509521484,-21.80607795715332
22601,1.4811573028564453,21.70005226135254,-23.609655380249023,-23.609655380249023,-23.581090927124023
22851,75.27568817138672,18.96628761291504,-21.29498863220215,-21.29498863220215,-21.28538703918457
23101,2.098234176635742,20.136417388916016,-24.599342346191406,-24.599342346191406,-24.554237365722656
23351,16.693065643310547,19.253328323364258,-20.581789016723633,-20.581789016723633,-20.615116119384766
23601,1.355547547340393,19.96125030517578,-22.481590270996094,-22.481590270996094,-22.421630859375
23763,6.700011730194092,21.947242736816406,-19.505876541137695,-19.505876541137695,-19.490535736083984
24013,1.5335047245025635,20.035125732421875,-21.92908477783203,-21.92908477783203,-21.969810485839844
24263,1.6524360179901123,23.14708137512207,-25.18083953857422,-25.18083953857422,-25.177692413330078
24513,47.87271499633789,19.926132202148438,-24.30030059814453,-24.30030059814453,-24.468746185302734
24763,47.795799255371094,22.106815338134766,-20.944673538208008,-20.944673538208008,-21.033367156982422
25013,47.41755676269531,19.072900772094727,-20.10572052001953,-20.10572052001953,-20.26434898376465
25049,1.622107744216919,21.459684371948242,-22.01777458190918,-22.01777458190918,-22.05093765258789
25299,1.4959070682525635,21.880020141601562,-26.556846618652344,-26.556846618652344,-26.622812271118164
25549,2.3354592323303223,21.247188568115234,-23.975555419921875,-23.975555419921875,-24.05109405517578
25799,2.2294669151306152,23.846542358398438,-23.670692443847656,-23.670692443847656,-23.850093841552734
26049,1.281473159790039,23.106712341308594,-25.64451789855957,-25.64451789855957,-25.65468978881836
26299,10.665821075439453,23.4448299407959,-25.419126510620117,-25.419126510620117,-25.484636306762695
26549,47.98388671875,23.670581817626953,-27.133045196533203,-27.133045196533203,-27.18734359741211
26799,1.2430795431137085,22.095657348632812,-23.607585906982422,-23.607585906982422,-23.525989532470703
27049,1.3230313062667847,23.79830551147461,-23.523487091064453,-23.523487091064453,-23.62732696533203
27299,17.699867248535156,21.334579467773438,-24.829208374023438,-24.829208374023438,-24.721248626708984
27398,1.9848735332489014,24.018173217773438,-26.784427642822266,-26.784427642822266,-26.865781784057617
27648,66.17466735839844,23.021202087402344,-25.92881965637207,-25.92881965637207,-26.124570846557617
27694,2.2203621864318848,25.325057983398438,-28.132768630981445,-28.132768630981445,-28.178571701049805
27944,1.9579811096191406,20.907527923583984,-23.333362579345703,-23.333362579345703,-23.42288589477539
28008,45.142005920410156,27.7828426361084,-31.21652603149414,-31.21652603149414,-31.154123306274414
28258,13.632980346679688,22.998001098632812,-25.781402587890625,-25.781402587890625,-25.80954933166504
28295,52.32851028442383,24.457618713378906,-23.89615249633789,-23.89615249633789,-23.871570587158203
28545,1.8799946308135986,22.973739624023438,-28.418075561523438,-28.418075561523438,-28.470199584960938
28795,53.08870315551758,24.742691040039062,-27.627925872802734,-27.627925872802734,-27.565505981445312
29045,1.929983139038086,26.259000778198242,-23.651676177978516,-23.651676177978516,-23.618684768676758
29295,1.4819376468658447,29.90282440185547,-22.84725570678711,-22.84725570678711,-22.718189239501953
29545,2.4727306365966797,24.712833404541016,-26.816211700439453,-26.816211700439453,-26.92163848876953
29795,1.690143346786499,26.657039642333984,-25.549922943115234,-25.549922943115234,-25.4847412109375
30045,85.37908935546875,25.360794067382812,-29.259395599365234,-29.259395599365234,-29.18527603149414
30088,1.7398101091384888,25.89406967163086,-28.62274169921875,-28.62274169921875,-28.505252838134766
30338,1.7337298393249512,26.200923919677734,-28.949867248535156,-28.949867248535156,-28.97884750366211
30588,1.662400245666504,25.516277313232422,-28.18946075439453,-28.18946075439453,-28.334505081176758
30838,2.625044584274292,27.222152709960938,-29.88946533203125,-29.88946533203125,-29.95453643798828
30978,5.891157150268555,27.039730072021484,-30.139724731445312,-30.139724731445312,-30.103769302368164
31091,2.099997043609619,26.906299591064453,-30.239360809326172,-30.239360809326172,-30.261207580566406
31341,2.644113063812256,25.556175231933594,-28.60133934020996,-28.60133934020996,-28.62757682800293
31591,1.3316256999969482,25.798015594482422,-29.261329650878906,-29.261329650878906,-29.242889404296875
31841,1.4732831716537476,25.00050926208496,-24.929866790771484,-24.929866790771484,-24.790771484375
32091,52.54555130004883,27.49127960205078,-26.475502014160156,-26.475502014160156,-26.549774169921875
32265,1.018515944480896,25.672611236572266,-28.693004608154297,-28.693004608154297,-28.433269500732422
32515,30.570587158203125,25.87685203552246,-29.698177337646484,-29.698177337646484,-29.96284294128418
32765,1.1125099658966064,25.06781005859375,-24.44995880126953,-24.44995880126953,-24.627235412597656
33015,19.347782135009766,22.162832260131836,-28.46000862121582,-28.46000862121582,-28.555490493774414
33265,18.38421630859375,25.03177833557129,-28.811466217041016,-28.811466217041016,-28.776941299438477
33515,1.7026796340942383,24.79523468017578,-27.574182510375977,-27.574182510375977,-27.37004852294922
33765,1.5350217819213867,25.352378845214844,-27.933475494384766,-27.933475494384766,-27.860490798950195
34015,44.22926330566406,20.42218780517578,-29.177440643310547,-29.177440643310547,-29.18539047241211
34265,1.6950472593307495,23.657638549804688,-26.302207946777344,-26.302207946777344,-26.31764793395996
34515,2.9745941162109375,24.908451080322266,-26.923786163330078,-26.923786163330078,-26.76171112060547
34765,2.9704177379608154,21.359859466552734,-23.842227935791016,-23.842227935791016,-23.80132293701172
35015,35.35449981689453,23.032482147216797,-28.320560455322266,-28.320560455322266,-28.324649810791016
35254,1.258415699005127,22.355113983154297,-24.550865173339844,-24.550865173339844,-24.65850067138672
35504,1.5260660648345947,18.370159149169922,-20.81525421142578,-20.81525421142578,-20.59858512878418
35754,1.3646752834320068,24.706558227539062,-27.060749053955078,-27.060749053955078,-27.05120849609375
36004,72.35445404052734,20.410476684570312,-22.888662338256836,-22.888662338256836,-22.891281127929688
36254,1.2661738395690918,21.888099670410156,-23.929332733154297,-23.929332733154297,-24.00348663330078
36504,1.688971757888794,21.128612518310547,-23.825271606445312,-23.825271606445312,-23.850421905517578
36754,1.1232566833496094,21.95975112915039,-24.734113693237305,-24.734113693237305,-24.687397003173828
37004,1.6106945276260376,21.012134552001953,-23.767478942871094,-23.767478942871094,-23.73724365234375
37254,19.34152603149414,21.924470901489258,-25.07049560546875,-25.07049560546875,-25.023502349853516
37504,41.709266662597656,22.172245025634766,-24.443038940429688,-24.443038940429688,-24.47296905517578
37754,0.7554420232772827,20.733001708984375,-23.585975646972656,-23.585975646972656,-23.617477416992188
38004,34.38236618041992,23.522504806518555,-26.074600219726562,-26.074600219726562,-26.23221206665039
38254,21.815128326416016,22.2674503326416,-24.63861656188965,-24.63861656188965,-24.668649673461914
38504,38.044677734375,19.521574020385742,-22.24319076538086,-22.24319076538086,-22.30418586730957
38754,1.7288048267364502,19.525226593017578,-21.902616500854492,-21.902616500854492,-21.892147064208984
39004,2.041666030883789,19.699016571044922,-22.29825210571289,-22.29825210571289,-22.213943481445312
39254,1.3744375705718994,16.530458450317383,-18.83995819091797,-18.83995819091797,-18.8548526763916
39504,1.3600107431411743,21.44248390197754,-24.275253295898438,-24.275253295898438,-24.150699615478516
39754,0.8650162220001221,19.23958969116211,-21.921302795410156,-21.921302795410156,-22.088109970092773
40004,101.26300048828125,18.66903305053711,-20.969646453857422,-20.969646453857422,-20.849355697631836
40254,0.8757206797599792,20.958213806152344,-23.240291595458984,-23.240291595458984,-23.32321548461914
40504,1.460147738456726,17.474964141845703,-19.99138832092285,-19.99138832092285,-19.92144775390625
40754,1.5365431308746338,16.737722396850586,-19.084217071533203,-19.084217071533203,-19.147090911865234
41004,1.0183444023132324,17.273826599121094,-19.019254684448242,-19.019254684448242,-19.169322967529297
41254,0.6981059908866882,20.03335189819336,-22.43503189086914,-22.43503189086914,-22.435527801513672
41504,18.860828399658203,18.39173126220703,-20.993051528930664,-20.993051528930664,-21.030723571777344
41754,1.4294437170028687,15.996459007263184,-18.483448028564453,-18.483448028564453,-18.52362823486328
41994,0.8323719501495361,17.821636199951172,-19.93378448486328,-19.93378448486328,-20.02988624572754
42244,1.1857967376708984,17.400691986083984,-19.220012664794922,-19.220012664794922,-19.13463020324707
42494,58.064422607421875,18.391843795776367,-20.78638458251953,-20.78638458251953,-20.772785186767578
42744,36.017086029052734,17.101119995117188,-18.891769409179688,-18.891769409179688,-18.784631729125977
42994,0.8431130051612854,14.350739479064941,-16.175052642822266,-16.175052642822266,-16.160863876342773
43244,1.2097293138504028,18.100046157836914,-20.589801788330078,-20.589801788330078,-20.44908332824707
43494,2.394291877746582,17.35738182067871,-18.92815399169922,-18.92815399169922,-18.848066329956055
43744,1.4091763496398926,17.126676559448242,-18.93395233154297,-18.93395233154297,-18.79283332824707
43994,1.0308799743652344,16.079830169677734,-17.862953186035156,-17.862953186035156,-17.958057403564453
44244,1.173389196395874,17.368175506591797,-19.40435028076172,-19.40435028076172,-19.53570556640625
44494,29.58167266845703,14.942545890808105,-16.911998748779297,-16.911998748779297,-16.84760284423828
44744,34.950984954833984,16.961040496826172,-19.259601593017578,-19.259601593017578,-19.2934627532959
44994,27.191082000732422,18.568138122558594,-20.10186767578125,-20.10186767578125,-20.130718231201172
45244,1.3530762195587158,16.68050193786621,-18.46981430053711,-18.46981430053711,-18.538162231445312
45494,1.3384461402893066,16.657514572143555,-18.271556854248047,-18.271556854248047,-18.31474494934082
45744,9.945215225219727,18.740074157714844,-20.99394989013672,-20.99394989013672,-20.955364227294922
45994,1.6348779201507568,18.97830581665039,-21.123779296875,-21.123779296875,-21.115554809570312
46244,0.8812016248703003,15.857137680053711,-17.768436431884766,-17.768436431884766,-17.69598388671875
46494,22.4780216217041,18.74620819091797,-20.833736419677734,-20.833736419677734,-20.893648147583008
46744,1.7775952816009521,16.843006134033203,-18.5904483795166,-18.5904483795166,-18.500743865966797
46994,31.355823516845703,17.988372802734375,-20.122758865356445,-20.122758865356445,-20.177160263061523
47244,2.7053961753845215,16.63901710510254,-18.97545051574707,-18.97545051574707,-18.958274841308594
47494,49.577850341796875,15.109467506408691,-16.803701400756836,-16.803701400756836,-16.841426849365234
47744,1.0948716402053833,16.400354385375977,-18.111671447753906,-18.111671447753906,-17.90064239501953
47994,0.8143991827964783,13.49648380279541,-15.549777030944824,-15.549777030944824,-15.660074234008789
48244,1.1265387535095215,15.75602912902832,-18.18539810180664,-18.18539810180664,-18.21870994567871
48494,1.6315207481384277,16.471378326416016,-18.351573944091797,-18.351573944091797,-18.32314109802246
48744,39.308448791503906,16.91204071044922,-18.91401481628418,-18.91401481628418,-18.998943328857422
48994,0.6192066669464111,16.18328094482422,-18.154296875,-18.154296875,-18.104684829711914
49244,0.5560387372970581,15.612930297851562,-17.63020133972168,-17.63020133972168,-17.651704788208008
49494,0.911686897277832,17.925369262695312,-20.375900268554688,-20.375900268554688,-20.391294479370117
49744,1.5019690990447998,15.301584243774414,-17.43356704711914,-17.43356704711914,-17.393970489501953
49994,1.46559739112854,15.11951732635498,-17.074325561523438,-17.074325561523438,-17.159255981445312
50244,1.1998085975646973,14.520447731018066,-16.396507263183594,-16.396507263183594,-16.44508934020996
50494,3.843311071395874,16.73107147216797,-18.793439865112305,-18.793439865112305,-18.707637786865234
50744,0.722823441028595,12.522455215454102,-14.35898494720459,-14.35898494720459,-14.43929672241211
50994,2.3494374752044678,13.880634307861328,-15.756757736206055,-15.756757736206055,-15.799026489257812
51244,39.8280029296875,16.718421936035156,-19.541027069091797,-19.541027069091797,-19.6362247467041
51494,1.6332416534423828,15.659343719482422,-18.02812385559082,-18.02812385559082,-18.09446907043457
51744,0.9290502667427063,11.97964859008789,-13.596670150756836,-13.596670150756836,-13.5145902633667
51994,1.760726809501648,14.072797775268555,-16.220401763916016,-16.220401763916016,-16.249584197998047
52244,1.6849775314331055,13.782909393310547,-15.699881553649902,-15.699881553649902,-15.778362274169922
52494,1.72994863986969,15.569830894470215,-17.140987396240234,-17.140987396240234,-17.2180118560791
52744,0.8552204370498657,13.003144264221191,-14.868080139160156,-14.868080139160156,-14.89114761352539
52994,1.535317063331604,16.470703125,-18.25467872619629,-18.25467872619629,-18.452411651611328
53244,1.4076447486877441,12.51436996459961,-14.403039932250977,-14.403039932250977,-14.346603393554688
53494,1.5217225551605225,12.113584518432617,-14.02328872680664,-14.02328872680664,-13.96541976928711
53744,1.3686554431915283,14.167234420776367,-16.434127807617188,-16.434127807617188,-16.61754608154297
53994,1.4937200546264648,11.958097457885742,-14.078797340393066,-14.078797340393066,-14.187215805053711
54244,0.6061296463012695,13.652729988098145,-15.541322708129883,-15.541322708129883,-15.492179870605469
54494,37.86489486694336,15.110690116882324,-17.64116096496582,-17.64116096496582,-17.579967498779297
54744,0.8282635807991028,11.763653755187988,-13.235939979553223,-13.235939979553223,-13.220001220703125
54994,2.5872750282287598,18.873889923095703,-21.648969650268555,-21.648969650268555,-21.742746353149414
55244,0.7671303749084473,11.265300750732422,-12.791776657104492,-12.791776657104492,-12.803521156311035
55494,1.6236640214920044,14.349716186523438,-16.558982849121094,-16.558982849121094,-16.58312225341797
55744,1.2034082412719727,11.710504531860352,-13.56281852722168,-13.56281852722168,-13.722007751464844
55994,0.8586196899414062,13.706762313842773,-16.469886779785156,-16.469886779785156,-16.45721435546875
56244,1.16814124584198,13.466686248779297,-15.597624778747559,-15.597624778747559,-15.735090255737305
56494,2.8519678115844727,15.011580467224121,-17.24654197692871,-17.24654197692871,-17.277122497558594
56744,0.9135737419128418,15.166894912719727,-17.083114624023438,-17.083114624023438,-17.14939308166504
56994,32.81358337402344,12.852638244628906,-15.121713638305664,-15.121713638305664,-15.25501823425293
57244,1.583664894104004,14.737275123596191,-16.79538345336914,-16.79538345336914,-16.79106330871582
57494,2.1944262981414795,13.3610258102417,-15.474321365356445,-15.474321365356445,-15.42500114440918
57744,1.1460978984832764,13.252044677734375,-15.445779800415039,-15.445779800415039,-15.29455280303955
57994,42.30596923828125,13.334342002868652,-15.19636058807373,-15.19636058807373,-15.190656661987305
58244,3.0054895877838135,11.577081680297852,-13.108087539672852,-13.108087539672852,-13.213460922241211
58494,0.8829092979431152,12.233183860778809,-14.111644744873047,-14.111644744873047,-14.000616073608398
58744,1.6942890882492065,11.875940322875977,-14.020662307739258,-14.020662307739258,-13.949602127075195
58994,2.9623677730560303,12.838432312011719,-14.295389175415039,-14.295389175415039,-14.476768493652344
59244,39.049415588378906,13.274120330810547,-15.09248161315918,-15.09248161315918,-15.10892105102539
59494,1.3973560333251953,14.63760757446289,-16.559528350830078,-16.559528350830078,-16.584230422973633
59744,0.9449360370635986,11.993133544921875,-13.645262718200684,-13.645262718200684,-13.668715476989746
59994,30.620298385620117,11.205644607543945,-12.97482681274414,-12.97482681274414,-12.98440170288086
60244,20.30160903930664,12.64227294921875,-14.549882888793945,-14.549882888793945,-14.458635330200195
60494,3.094198226928711,12.847833633422852,-14.827129364013672,-14.827129364013672,-14.73694896697998
60744,22.66120147705078,12.181978225708008,-14.644782066345215,-14.644782066345215,-14.590465545654297
60994,5.548834323883057,11.940473556518555,-13.626354217529297,-13.626354217529297,-13.62546157836914
61244,46.981300354003906,11.83358383178711,-13.258291244506836,-13.258291244506836,-13.23832893371582
61494,1.3707733154296875,13.7457914352417,-16.242599487304688,-16.242599487304688,-16.305259704589844
61744,1.4749813079833984,10.174016952514648,-11.880898475646973,-11.880898475646973,-11.874944686889648
61994,0.9901924133300781,10.496065139770508,-11.970499038696289,-11.970499038696289,-11.955513954162598
62244,1.4511051177978516,9.074041366577148,-10.917936325073242,-10.917936325073242,-10.826519012451172
62494,5.6254777908325195,12.246594429016113,-14.246888160705566,-14.246888160705566,-14.177661895751953
62744,1.1959667205810547,10.231971740722656,-12.132070541381836,-12.132070541381836,-12.176427841186523
62994,0.6323191523551941,8.83252239227295,-10.42806625366211,-10.42806625366211,-10.507797241210938
63244,70.22367095947266,9.482690811157227,-10.944191932678223,-10.944191932678223,-11.118669509887695
63494,1.208824634552002,11.72958755493164,-13.39688491821289,-13.39688491821289,-13.384061813354492
63744,0.8866267800331116,10.872288703918457,-12.936939239501953,-12.936939239501953,-12.93858814239502
63994,0.7094246745109558,11.237085342407227,-12.576255798339844,-12.576255798339844,-12.435962677001953
64244,2.441354751586914,11.026214599609375,-12.290600776672363,-12.290600776672363,-12.31877326965332
64494,1.1627084016799927,11.766592025756836,-13.259723663330078,-13.259723663330078,-13.324966430664062
64744,1.1021676063537598,12.460592269897461,-14.180713653564453,-14.180713653564453,-14.16460132598877
64994,0.9683809280395508,11.98569107055664,-13.683088302612305,-13.683088302612305,-13.65261459350586
65244,0.733359158039093,10.601503372192383,-12.053232192993164,-12.053232192993164,-12.164594650268555
65494,1.3673763275146484,11.627508163452148,-13.084880828857422,-13.084880828857422,-13.106179237365723
65744,1.3279051780700684,11.294000625610352,-12.72242259979248,-12.72242259979248,-12.706548690795898
65994,1.231311321258545,10.389567375183105,-11.708925247192383,-11.708925247192383,-11.791440963745117
66244,39.13175964355469,13.827049255371094,-16.12627410888672,-16.12627410888672,-16.142822265625
66494,0.5236427783966064,11.555971145629883,-13.095926284790039,-13.095926284790039,-13.160788536071777
66744,1.1430128812789917,11.328123092651367,-13.096564292907715,-13.096564292907715,-13.058966636657715
66994,1.8801212310791016,10.974418640136719,-12.768743515014648,-12.768743515014648,-12.834457397460938
67244,33.73800277709961,10.868687629699707,-12.638629913330078,-12.638629913330078,-12.638806343078613
67494,61.77544403076172,11.071117401123047,-12.955235481262207,-12.955235481262207,-12.970907211303711
67744,0.6052950620651245,11.429759979248047,-12.975489616394043,-12.975489616394043,-12.965997695922852
67994,0.9017242789268494,9.660595893859863,-10.8216552734375,-10.8216552734375,-10.810003280639648
68244,0.8084569573402405,9.980971336364746,-11.3977689743042,-11.3977689743042,-11.457571029663086
68494,1.1716547012329102,9.840812683105469,-10.969245910644531,-10.969245910644531,-10.992288589477539
68744,0.3585771322250366,9.834795951843262,-11.150857925415039,-11.150857925415039,-11.160733222961426
68994,0.562377393245697,11.459768295288086,-13.210858345031738,-13.210858345031738,-13.270931243896484
69244,26.139232635498047,12.118257522583008,-14.031645774841309,-14.031645774841309,-13.928742408752441
